datetime,volt,rotate,pressure,vibration,failure
2015-01-01 06:00:00,168.596132772715,384.74710458611395,110.921131033099,41.9446917317794,0
2015-01-01 07:00:00,153.667693117293,441.288719233956,128.011445573788,39.2715266612866,0
2015-01-01 08:00:00,178.319254555434,512.61266075004,128.526147236718,42.975411893297604,0
2015-01-01 09:00:00,162.16382090007602,493.35662563805903,114.435753507803,40.044015506306295,0
2015-01-01 10:00:00,180.201336268821,550.512296127167,110.77189068060301,43.0545300871469,0
2015-01-01 11:00:00,171.918473798955,497.117866444875,120.868559381236,32.0132142012881,0
2015-01-01 12:00:00,162.062404746745,547.643085360689,125.70147360212401,33.889127618721,0
2015-01-01 13:00:00,166.07108177920298,472.54833330861396,114.52057153098801,36.5679961577787,0
2015-01-01 14:00:00,152.003844840296,404.30606231544,113.56358933647199,42.7237180974168,0
2015-01-01 15:00:00,174.424557531141,436.95785264983704,117.299204858513,40.5534840320732,0
2015-01-01 16:00:00,168.22594579028998,473.846668064638,136.789514362596,33.4203334888291,0
2015-01-01 17:00:00,174.92551201633202,529.451640987993,112.402344017739,36.4918116861248,0
2015-01-01 18:00:00,172.88310486637698,402.58114448178804,134.35994225868902,46.493628781371406,0
2015-01-01 19:00:00,177.944477651419,426.21967179274696,140.820713510986,40.783820706482395,0
2015-01-01 20:00:00,160.21673658907102,458.61421333663804,135.219683765511,45.979135066237404,0
2015-01-01 21:00:00,151.71454124710698,411.630665292917,116.06772601117399,43.6975204031699,0
2015-01-01 22:00:00,164.134143034532,440.319241299056,126.062609935795,22.9000414268488,0
2015-01-01 23:00:00,167.450178959401,499.771642507294,115.273953578357,44.4187775226336,0
2015-01-02 00:00:00,168.461291513167,447.24630416247595,117.192707963967,44.238568028116504,0
2015-01-02 01:00:00,179.757215794993,432.198406880403,111.07633785576401,49.6949987418994,0
2015-01-02 02:00:00,179.654357641245,392.688557198794,118.300099705819,37.4886743299208,0
2015-01-02 03:00:00,173.235662779709,453.15282094994,129.723361962426,44.62458069627439,3
2015-01-02 04:00:00,177.282931540844,452.788251031397,98.8473059140082,40.72729811052629,0
2015-01-02 05:00:00,182.36510774602698,424.531451437128,91.569946013799,39.4333469743291,0
2015-01-02 06:00:00,172.33647611149,526.1318942748591,105.185117769139,46.6499413586435,0
2015-01-02 07:00:00,170.388828071806,587.6140504771589,95.1750774237187,34.208756189519,0
2015-01-02 08:00:00,182.32546972112598,440.782855085652,102.33031235125601,37.7094304685385,0
2015-01-02 09:00:00,175.099780781008,335.01770337835,110.579183085814,38.2143754652583,0
2015-01-02 10:00:00,189.115028960647,408.558246173796,101.370171848556,40.8416102428225,0
2015-01-02 11:00:00,177.535279641629,428.03145487767404,115.46831911416099,41.3872473401809,0
2015-01-02 12:00:00,131.37459639108602,471.720650958299,89.9443074471332,38.24392859032,0
2015-01-02 13:00:00,178.979835661713,345.579742795205,78.5237153114161,46.2117588550149,0
2015-01-02 14:00:00,142.492859604736,397.23433415472,101.213512755838,38.6049080406779,0
2015-01-02 15:00:00,147.5324564917,437.45061303716005,110.19880646487199,44.245089618076705,0
2015-01-02 16:00:00,182.511546017468,499.49695104372,108.17221954420499,47.105837418148695,0
2015-01-02 17:00:00,139.96267282577801,327.376564892579,101.98660536538799,44.5127974123206,0
2015-01-02 18:00:00,172.321670250057,471.462430882018,97.7383432697073,49.4596980271824,0
2015-01-02 19:00:00,176.50119084194802,409.413373680912,98.6737431257859,33.8740056446008,0
2015-01-02 20:00:00,148.93783793481398,388.68186299498,92.0114528677681,43.5511676463397,0
2015-01-02 21:00:00,165.170386632568,463.743493670147,106.732740761705,37.428052274977105,0
2015-01-02 22:00:00,163.63774247150602,414.525211652684,104.129155964267,42.2916873299814,0
2015-01-02 23:00:00,165.914032263315,472.851872529535,96.1236849117264,43.8538578890536,0
2015-01-03 00:00:00,165.823486821496,535.620870285475,94.46535340313521,35.1215504685644,0
2015-01-03 01:00:00,169.745663826184,443.03897899904297,109.168810818468,40.7710970477897,0
2015-01-03 02:00:00,161.588466363262,544.390920766763,107.16673118345899,38.3743197804664,0
2015-01-03 03:00:00,153.431638434166,465.522898797818,82.0854699335854,49.5246381954137,0
2015-01-03 04:00:00,145.475363698089,454.576643167493,99.41525426897721,34.1322178874366,0
